word,COCA-Acad,ppm,ratio,disp
vicinity,713.00,5.94,1.45,0.87
diffuse,711.00,5.93,2.59,0.87
snapshot,710.00,5.92,0.97,0.85
reliably,710.00,5.92,1.99,0.9
uniformly,710.00,5.92,1.91,0.9
triple,710.00,5.92,0.84,0.93
deplete,709.00,5.91,1.62,0.88
dislike,709.00,5.91,0.82,0.94
spare,708.00,5.90,0.59,0.9
divergence,708.00,5.90,2.89,0.9
stipulate,708.00,5.90,1.84,0.92
biased,707.00,5.89,1.74,0.93
provisional,707.00,5.89,1.71,0.86
canyon,707.00,5.89,0.25,0.85
contingent,707.00,5.89,1.37,0.91
retaliation,707.00,5.89,1.15,0.87
visualization,707.00,5.89,2.71,0.85
stack,707.00,5.89,0.56,0.9
negligible,706.00,5.88,2.13,0.89
oppressed,706.00,5.88,2.06,0.88
preferential,706.00,5.88,2.04,0.85
anonymity,706.00,5.88,0.88,0.89
perfect,706.00,5.88,0.99,0.93
summon,706.00,5.88,0.57,0.92
intermediary,705.00,5.88,1.98,0.87
ramification,705.00,5.88,1.57,0.94
sequencing,705.00,5.88,2.7,0.82
subscription,705.00,5.88,1.03,0.87
win,705.00,5.88,0.23,0.88
ethnically,705.00,5.88,2.11,0.88
condition,705.00,5.88,1.83,0.93
pile,705.00,5.88,0.4,0.92
attractiveness,704.00,5.87,2.55,0.84
editing,704.00,5.87,1.36,0.86
champion,704.00,5.87,1.17,0.93
defining,702.00,5.85,1.41,0.93
floating,702.00,5.85,0.88,0.86
handsome,702.00,5.85,0.3,0.93
betrayal,702.00,5.85,0.9,0.89
Nazi,702.00,5.85,0.869821442,0.874345942
retrospect,702.00,5.85,1.15,0.93
recite,702.00,5.85,0.71,0.92
scramble,702.00,5.85,0.37,0.92
perpetual,701.00,5.84,1.23,0.92
ripe,701.00,5.84,0.63,0.92
adherent,701.00,5.84,2.24,0.91
deforestation,701.00,5.84,2.31,0.79
resignation,701.00,5.84,0.6,0.9
Indonesian,700.00,5.83,1.277952146,0.828501887
fin,700.00,5.83,0.98,0.8
precaution,700.00,5.83,0.87,0.9
terminal,700.00,5.83,0.59,0.88
sincere,699.00,5.83,0.83,0.92
duck,699.00,5.83,0.27,0.88
inn,699.00,5.83,0.38,0.91
yeah,698.00,5.82,0.02,0.91
harness,698.00,5.82,1.44,0.9
long-range,697.00,5.81,1.28,0.9
forefront,697.00,5.81,1.25,0.94
yell,697.00,5.81,0.17,0.93
drunk,696.00,5.80,0.29,0.9
unfavorable,696.00,5.80,2.1,0.9
greed,696.00,5.80,0.79,0.91
van,696.00,5.80,0.09,0.93
dispute,696.00,5.80,1.01,0.93
enthusiast,695.00,5.79,1.11,0.88
rabbit,695.00,5.79,0.38,0.86
disguise,695.00,5.79,0.9,0.92
frightening,694.00,5.78,0.56,0.93
powerless,694.00,5.78,1.37,0.91
dealings,694.00,5.78,1,0.9
ensue,694.00,5.78,1.38,0.93
expansive,693.00,5.78,1.29,0.91
alcoholism,693.00,5.78,1.28,0.87
negative,693.00,5.78,1.44,0.89
apologize,693.00,5.78,0.29,0.87
fundamentalism,692.00,5.77,1.99,0.86
typology,692.00,5.77,3.4,0.87
empty,692.00,5.77,0.57,0.91
propagate,692.00,5.77,2.04,0.86
rename,691.00,5.76,1.34,0.9
in-house,690.00,5.75,1.54,0.9
rewarding,690.00,5.75,1.32,0.94
avert,690.00,5.75,0.95,0.92
decentralized,689.00,5.74,2.51,0.9
preferable,689.00,5.74,1.66,0.94
heterogeneity,689.00,5.74,3.25,0.89
imprisonment,689.00,5.74,1.48,0.88
transcription,689.00,5.74,2.32,0.86
unhealthy,688.00,5.73,1.38,0.9
cook,688.00,5.73,0.15,0.89
invader,688.00,5.73,1.47,0.87
nicely,688.00,5.73,0.63,0.9
diffuse,688.00,5.73,2.12,0.91
water,688.00,5.73,0.71,0.84
accustom,687.00,5.73,0.95,0.95
chat,687.00,5.73,0.46,0.92
multidisciplinary,686.00,5.72,2.93,0.9
tempting,686.00,5.72,1.15,0.95
Marxism,686.00,5.72,2.622368965,0.855510921
devoid,685.00,5.71,1.47,0.93
spark,685.00,5.71,0.55,0.9
interdependent,684.00,5.70,2.85,0.89
visionary,684.00,5.70,1.24,0.89
cruelty,684.00,5.70,1.07,0.81
diversification,684.00,5.70,2.41,0.88
crawl,684.00,5.70,0.29,0.88
alarming,683.00,5.69,0.96,0.94
horrible,683.00,5.69,0.29,0.93
humiliation,683.00,5.69,0.98,0.9
lecture,683.00,5.69,1,0.93
third-party,682.00,5.68,1.74,0.87
consequent,681.00,5.68,2.92,0.93
cleansing,681.00,5.68,1.4,0.82
hobby,681.00,5.68,0.71,0.89
passing,681.00,5.68,0.73,0.92
displaced,680.00,5.67,1.5,0.87
blog,680.00,5.67,0.21,0.86
undercut,680.00,5.67,1.3,0.91
patriot,679.00,5.66,0.53,0.86
supremacy,679.00,5.66,1.9,0.89
accrue,679.00,5.66,2.06,0.95
unavailable,678.00,5.65,1.48,0.92
meadow,678.00,5.65,0.47,0.85
skeptic,678.00,5.65,1.15,0.9
confused,677.00,5.64,0.55,0.93
bout,677.00,5.64,0.59,0.9
dispatch,677.00,5.64,0.88,0.88
addict,676.00,5.63,0.61,0.85
uranium,676.00,5.63,0.85,0.83
vantage,676.00,5.63,1.27,0.92
rugged,675.00,5.63,0.79,0.86
oath,675.00,5.63,0.59,0.87
parity,675.00,5.63,2,0.85
planting,675.00,5.63,0.86,0.85
full,675.00,5.63,0.73,0.94
slow,675.00,5.63,0.86,0.87
asymmetry,674.00,5.62,2.89,0.87
cedar,674.00,5.62,0.66,0.84
sewer,674.00,5.62,0.86,0.85
trailer,674.00,5.62,0.33,0.82
half,674.00,5.62,0.59,0.93
misunderstand,674.00,5.62,1.09,0.93
approved,673.00,5.61,1.49,0.87
attitudinal,673.00,5.61,3.18,0.88
adversely,673.00,5.61,2.19,0.91
bomb,673.00,5.61,0.42,0.88
re-establish,673.00,5.61,1.52,0.92
notwithstanding,672.00,5.60,2.13,0.9
engaging,672.00,5.60,1.41,0.92
literate,672.00,5.60,2.02,0.88
closing,672.00,5.60,0.81,0.94
narcotic,672.00,5.60,1.05,0.82
time-consuming,671.00,5.59,1.59,0.9
troubling,671.00,5.59,0.91,0.94
femininity,671.00,5.59,2.08,0.82
gravel,671.00,5.59,0.53,0.78
starter,671.00,5.59,0.28,0.88
superior,671.00,5.59,0.92,0.92
expend,671.00,5.59,1.66,0.93
enjoyable,670.00,5.58,1.23,0.91
pessimistic,670.00,5.58,1.45,0.9
subculture,670.00,5.58,2.24,0.86
afterwards,670.00,5.58,0.54,0.94
neutralize,670.00,5.58,1.62,0.92
wit,669.00,5.58,0.57,0.92
calm,669.00,5.58,0.33,0.93
park,669.00,5.58,0.24,0.89
poise,669.00,5.58,0.66,0.92
refute,669.00,5.58,1.79,0.93
distance,668.00,5.57,1.67,0.91
dragon,667.00,5.56,0.39,0.86
preoccupied,666.00,5.55,1.2,0.93
dismissal,666.00,5.55,1.18,0.89
relocation,666.00,5.55,1.57,0.86
grapple,666.00,5.55,1.08,0.93
simplistic,665.00,5.54,1.69,0.93
bark,665.00,5.54,0.73,0.85
inadvertently,665.00,5.54,1.27,0.94
loosen,665.00,5.54,0.59,0.9
demanding,664.00,5.53,1.26,0.94
inflate,664.00,5.53,1.19,0.91
categorization,663.00,5.53,3.02,0.87
shatter,663.00,5.53,0.51,0.91
stuff,663.00,5.53,0.27,0.92
flip,662.00,5.52,0.29,0.87
attentive,661.00,5.51,1.34,0.93
motherhood,661.00,5.51,1.19,0.85
pitcher,661.00,5.51,0.24,0.72
racially,661.00,5.51,1.3,0.88
sadly,661.00,5.51,0.55,0.93
acquaint,661.00,5.51,1.38,0.93
cater,661.00,5.51,0.77,0.93
maneuver,661.00,5.51,0.83,0.9
firing,660.00,5.50,0.71,0.9
resurgence,660.00,5.50,1.54,0.9
strategically,660.00,5.50,1.51,0.92
enclose,660.00,5.50,1.09,0.89
evaporate,660.00,5.50,0.95,0.86
conditional,659.00,5.49,2.47,0.89
scary,658.00,5.48,0.3,0.93
disintegration,658.00,5.48,2.02,0.89
lag,658.00,5.48,1.76,0.88
tap,658.00,5.48,0.6,0.83
lever,657.00,5.48,0.81,0.87
naturalist,657.00,5.48,1.6,0.85
redistribution,657.00,5.48,2.46,0.88
disconnect,657.00,5.48,0.97,0.92
drown,657.00,5.48,0.41,0.92
fuzzy,656.00,5.47,0.83,0.84
youthful,656.00,5.47,0.86,0.93
fund-raising,656.00,5.47,0.61,0.88
homicide,656.00,5.47,0.45,0.84
magistrate,656.00,5.47,1.53,0.75
bid,655.00,5.46,0.55,0.9
liken,655.00,5.46,1.24,0.92
concerted,654.00,5.45,1.77,0.92
canoe,654.00,5.45,0.68,0.83
residency,654.00,5.45,1.2,0.86
selectively,654.00,5.45,2.21,0.91
motorcycle,653.00,5.44,0.59,0.86
rainbow,653.00,5.44,0.57,0.87
whoever,653.00,5.44,0.34,0.92
bestow,653.00,5.44,1.3,0.93
three-quarters,652.00,5.43,1.13,0.92
bucket,652.00,5.43,0.4,0.85
deregulation,652.00,5.43,1.12,0.88
infancy,652.00,5.43,1.68,0.92
recourse,652.00,5.43,1.81,0.91
showcase,652.00,5.43,0.74,0.84
electronically,652.00,5.43,1.5,0.86
citizenry,651.00,5.43,1.95,0.9
heading,651.00,5.43,1.37,0.92
liquor,651.00,5.43,0.53,0.82
modernize,651.00,5.43,1.53,0.89
recurring,650.00,5.42,1.39,0.94
short-lived,650.00,5.42,1.43,0.91
approximation,650.00,5.42,2.4,0.89
multiplicity,650.00,5.42,2.66,0.9
standardization,650.00,5.42,2.98,0.9
re-examine,650.00,5.42,1.78,0.94
independent,649.00,5.41,0.62,0.93
predicament,649.00,5.41,1.3,0.92
ally,649.00,5.41,1.51,0.89
amnesty,648.00,5.40,0.97,0.84
daytime,648.00,5.40,0.8,0.87
genesis,648.00,5.40,1.14,0.88
resent,648.00,5.40,0.69,0.92
awful,647.00,5.39,0.23,0.93
squad,647.00,5.39,0.38,0.88
objectively,647.00,5.39,2.1,0.92
without,647.00,5.39,1,0.94
rain,647.00,5.39,0.38,0.88
relentless,645.00,5.38,0.77,0.94
sunny,645.00,5.38,0.41,0.9
homogeneity,645.00,5.38,3.01,0.89
scratch,645.00,5.38,0.62,0.88
intersect,645.00,5.38,1.65,0.89
hue,644.00,5.37,0.7,0.87
stewardship,644.00,5.37,1.7,0.86
doubtful,643.00,5.36,1.19,0.93
embryonic,643.00,5.36,1.45,0.83
grim,643.00,5.36,0.48,0.93
petty,643.00,5.36,0.65,0.9
sturdy,643.00,5.36,0.66,0.89
twenty-four,643.00,5.36,0.89,0.92
pervade,643.00,5.36,1.97,0.92
amongst,642.00,5.35,0.89,0.9
inside,642.00,5.35,0.49,0.89
newborn,642.00,5.35,0.9,0.9
noisy,642.00,5.35,0.68,0.89
parochial,642.00,5.35,1.83,0.87
scant,642.00,5.35,1.22,0.94
attendee,642.00,5.35,1.69,0.89
baron,642.00,5.35,0.76,0.91
relinquish,642.00,5.35,1.3,0.92
digit,641.00,5.34,1.03,0.83
dissipate,641.00,5.34,1.36,0.88
single,641.00,5.34,0.69,0.92
abrupt,640.00,5.33,1.11,0.85
desert,640.00,5.33,0.64,0.89
sharpen,640.00,5.33,1.01,0.92
fancy,639.00,5.33,0.44,0.91
primordial,638.00,5.32,2.34,0.88
backing,638.00,5.32,1,0.89
carpet,638.00,5.32,0.29,0.89
deception,638.00,5.32,0.99,0.91
federally,637.00,5.31,1.2,0.92
frankly,637.00,5.31,0.24,0.93
foolish,636.00,5.30,0.53,0.92
humane,636.00,5.30,1.06,0.92
cleaner,636.00,5.30,0.66,0.86
strikingly,636.00,5.30,1.72,0.92
lurk,636.00,5.30,0.78,0.9
derivative,635.00,5.29,1.37,0.88
abruptly,635.00,5.29,0.43,0.91
suggested,634.00,5.28,1.61,0.93
troublesome,634.00,5.28,1.39,0.93
apprehension,634.00,5.28,1.29,0.92
utter,634.00,5.28,0.73,0.9
arid,633.00,5.28,1.56,0.87
partner,633.00,5.28,1.41,0.89
Hungarian,632.00,5.27,1.366895721,0.837127618
null,632.00,5.27,2.55,0.85
insult,632.00,5.27,0.67,0.93
prerogative,632.00,5.27,1.98,0.89
elder,631.00,5.26,1.12,0.86
evolving,631.00,5.26,2.25,0.93
cadre,631.00,5.26,1.51,0.88
cooperative,631.00,5.26,1.74,0.84
cornerstone,631.00,5.26,1.35,0.95
excursion,631.00,5.26,1,0.87
conceptually,631.00,5.26,2.71,0.92
afflict,631.00,5.26,1.33,0.93
anatomical,630.00,5.25,2.4,0.86
lowland,630.00,5.25,2.03,0.81
spike,630.00,5.25,0.61,0.87
staffing,630.00,5.25,1.55,0.88
publicize,630.00,5.25,1.36,0.93
undo,630.00,5.25,0.67,0.93
Peruvian,629.00,5.24,1.546699021,0.842860127
cascade,629.00,5.24,1,0.84
ordinarily,629.00,5.24,1.29,0.93
unexpectedly,629.00,5.24,0.84,0.92
linger,629.00,5.24,0.51,0.93
focused,628.00,5.23,1.52,0.93
turbulent,628.00,5.23,1.39,0.87
uneasy,628.00,5.23,0.67,0.92
alas,628.00,5.23,1.04,0.92
couch,627.00,5.23,0.22,0.92
font,627.00,5.23,2.11,0.81
loud,627.00,5.23,0.27,0.93
traverse,627.00,5.23,1.3,0.89
irrespective,626.00,5.22,2.61,0.94
one-time,626.00,5.22,0.7,0.93
lambda,626.00,5.22,3.28,0.82
like,626.00,5.22,0.53,0.94
misuse,626.00,5.22,1.8,0.87
ordering,626.00,5.22,2.27,0.86
pull,626.00,5.22,0.82,0.87
fuse,626.00,5.22,1.5,0.88
corrective,625.00,5.21,2.26,0.87
complement,625.00,5.21,1.72,0.88
cortex,625.00,5.21,2.25,0.87
monograph,625.00,5.21,2.54,0.9
workstation,625.00,5.21,1.91,0.82
halfway,625.00,5.21,0.35,0.89
lastly,625.00,5.21,2,0.91
nourish,625.00,5.21,1.44,0.91
reinvent,625.00,5.21,0.94,0.94
minus,624.00,5.20,1.04,0.9
counterproductive,624.00,5.20,1.73,0.92
synonymous,624.00,5.20,1.58,0.94
indefinitely,624.00,5.20,1,0.92
predispose,624.00,5.20,2.18,0.92
individualistic,623.00,5.19,2.74,0.87
separated,623.00,5.19,1.74,0.87
expulsion,623.00,5.19,1.7,0.9
fortress,623.00,5.19,1.12,0.88
guru,623.00,5.19,0.88,0.79
mind-set,623.00,5.19,0.36,0.92
procurement,623.00,5.19,1.69,0.85
notwithstanding,623.00,5.19,1.5,0.93
round,623.00,5.19,0.48,0.91
assertive,622.00,5.18,1.69,0.9
applicability,622.00,5.18,3.24,0.92
deterrent,622.00,5.18,1.29,0.89
pier,622.00,5.18,0.58,0.81
recollection,622.00,5.18,0.93,0.91
flora,621.00,5.18,0.98,0.86
immersion,621.00,5.18,1.9,0.89
land-use,621.00,5.18,2.13,0.8
ramp,621.00,5.18,0.57,0.83
startling,620.00,5.17,0.84,0.93
repository,620.00,5.17,1.62,0.88
up,620.00,5.17,0.19,0.92
intrusive,619.00,5.16,1.54,0.88
dilute,619.00,5.16,1.27,0.92
purport,617.00,5.14,1.7,0.93
dock,616.00,5.13,0.37,0.86
powerfully,616.00,5.13,1.59,0.93
coin,616.00,5.13,1.41,0.93
consent,616.00,5.13,1.71,0.86
apparel,615.00,5.13,1.06,0.83
chase,615.00,5.13,0.38,0.91
gaming,615.00,5.13,1.12,0.81
primer,615.00,5.13,1.5,0.87
pollute,615.00,5.13,1.18,0.9
buffalo,614.00,5.12,0.24,0.87
guise,614.00,5.12,1.53,0.91
interrogation,614.00,5.12,0.64,0.86
biologically,614.00,5.12,2.12,0.87
cruise,614.00,5.12,0.5,0.87
calm,613.00,5.11,0.37,0.94
perimeter,613.00,5.11,0.66,0.84
improper,612.00,5.10,0.96,0.92
weird,612.00,5.10,0.24,0.91
disproportionately,612.00,5.10,1.85,0.9
kiss,612.00,5.10,0.12,0.92
funded,611.00,5.09,1.5,0.93
swift,611.00,5.09,0.66,0.91
nineteen,611.00,5.09,0.84,0.93
flock,611.00,5.09,0.62,0.86
idealism,611.00,5.09,1.6,0.89
instant,611.00,5.09,0.34,0.9
externally,611.00,5.09,2.63,0.93
dye,610.00,5.08,0.82,0.83
taboo,610.00,5.08,1.64,0.82
bias,610.00,5.08,2.18,0.91
deficient,609.00,5.08,2.07,0.93
earnest,609.00,5.08,0.73,0.93
pathological,609.00,5.08,2.21,0.89
commonality,609.00,5.08,2.46,0.92
policeman,609.00,5.08,0.38,0.87
triad,609.00,5.08,2.3,0.8
corroborate,609.00,5.08,1.68,0.93
attempted,608.00,5.07,0.9,0.91
ceramic,608.00,5.07,0.83,0.85
exhaustion,608.00,5.07,0.92,0.9
foe,608.00,5.07,0.81,0.89
minimally,608.00,5.07,2.18,0.9
duplicate,608.00,5.07,1.2,0.91
engaged,607.00,5.06,1.29,0.9
ribbon,607.00,5.06,0.38,0.86
negate,607.00,5.06,1.96,0.92
disappointing,606.00,5.05,0.75,0.93
misguided,606.00,5.05,1.23,0.92
respectful,606.00,5.05,0.96,0.92
conjunction,606.00,5.05,2.53,0.83
enclave,606.00,5.05,1.13,0.88
spokesperson,606.00,5.05,0.99,0.92
English-speaking,605.00,5.04,2.033072239,0.885878302
erroneous,605.00,5.04,2.02,0.87
attendant,605.00,5.04,0.46,0.92
championship,605.00,5.04,0.12,0.87
chat,605.00,5.04,0.69,0.9
culprit,605.00,5.04,1.07,0.89
uniformity,605.00,5.04,2.42,0.9
aggravate,605.00,5.04,1.33,0.9
stall,605.00,5.04,0.69,0.9
cab,604.00,5.03,0.3,0.79
safeguard,604.00,5.03,1.42,0.88
verbally,604.00,5.03,1.79,0.9
wildly,604.00,5.03,0.48,0.93
regularity,603.00,5.03,1.93,0.9
villa,603.00,5.03,0.73,0.84
westerner,603.00,5.03,1.51,0.91
ignite,603.00,5.03,0.78,0.89
materialize,603.00,5.03,0.99,0.93
elective,602.00,5.02,1.79,0.91
precarious,602.00,5.02,1.38,0.92
distrust,602.00,5.02,1.47,0.9
farmland,602.00,5.02,1.03,0.85
precondition,602.00,5.02,2.04,0.89
protector,602.00,5.02,1.23,0.88
regeneration,602.00,5.02,2.37,0.83
imprison,602.00,5.02,1,0.9
outnumber,602.00,5.02,1.14,0.91
recede,602.00,5.02,0.83,0.91
perennial,601.00,5.01,1.06,0.91
inequity,601.00,5.01,1.83,0.92
expire,601.00,5.01,0.63,0.91
harass,601.00,5.01,0.74,0.9
reorganize,601.00,5.01,1.56,0.93
retrieval,600.00,5.00,2.32,0.89
accentuate,600.00,5.00,1.53,0.92
scare,600.00,5.00,0.26,0.94
thrust,600.00,5.00,0.5,0.92
abandoned,599.00,4.99,0.57,0.91
futile,599.00,4.99,1.18,0.88
frustrated,598.00,4.98,0.68,0.95
prenatal,598.00,4.98,1.53,0.83
revealing,598.00,4.98,1.16,0.93
shocking,598.00,4.98,0.52,0.93
African-American,598.00,4.98,0.475573507,0.838392115
predicate,598.00,4.98,2.26,0.92
sentence,598.00,4.98,0.44,0.9
recognized,597.00,4.98,2.06,0.93
lagoon,597.00,4.98,1.16,0.8
pronouncement,597.00,4.98,1.48,0.92
stern,597.00,4.98,0.58,0.85
customize,597.00,4.98,1.53,0.83
joke,596.00,4.97,0.34,0.9
pin,596.00,4.97,0.41,0.9
silly,595.00,4.96,0.28,0.94
orgasm,595.00,4.96,1.26,0.75
rock,595.00,4.96,0.29,0.92
spell,594.00,4.95,0.5,0.91
archival,593.00,4.94,2.12,0.87
compass,593.00,4.94,0.85,0.87
orphan,593.00,4.94,0.74,0.78
populace,593.00,4.94,1.73,0.91
secretly,593.00,4.94,0.55,0.92
counteract,593.00,4.94,1.87,0.94
predominate,593.00,4.94,2.39,0.92
roam,593.00,4.94,0.57,0.89
bump,592.00,4.93,0.45,0.86
advantageous,591.00,4.93,2.42,0.92
embarrassing,591.00,4.93,0.49,0.94
informational,591.00,4.93,2.13,0.89
dominion,591.00,4.93,1.55,0.9
proceeds,591.00,4.93,0.83,0.91
congruent,590.00,4.92,3.13,0.88
cartel,590.00,4.92,0.99,0.76
dispersion,590.00,4.92,2.98,0.84
playground,590.00,4.92,0.51,0.9
vigor,590.00,4.92,1.23,0.92
diverge,590.00,4.92,2.29,0.9
glean,590.00,4.92,1.48,0.93
implant,590.00,4.92,1.32,0.85
prolong,590.00,4.92,1.19,0.92
cohesive,589.00,4.91,1.99,0.92
click,589.00,4.91,0.57,0.85
turf,589.00,4.91,0.64,0.92
redirect,589.00,4.91,1.6,0.92
curse,588.00,4.90,0.62,0.84
greatness,588.00,4.90,1.05,0.88
self-image,588.00,4.90,2.19,0.86
wane,588.00,4.90,1.3,0.93
alcoholic,587.00,4.89,1.24,0.83
tenuous,587.00,4.89,1.58,0.92
decision-maker,587.00,4.89,2.22,0.87
investigative,586.00,4.88,0.64,0.91
unreliable,586.00,4.88,1.49,0.94
sidewalk,586.00,4.88,0.25,0.92
vertically,586.00,4.88,1.65,0.86
mar,586.00,4.88,0.99,0.88
eminent,585.00,4.88,1.53,0.91
billing,585.00,4.88,0.98,0.86
subordinate,585.00,4.88,1.89,0.87
oppositional,584.00,4.87,3.05,0.86
conjure,584.00,4.87,0.82,0.92
intertwine,584.00,4.87,1.67,0.93
driven,583.00,4.86,1.27,0.86
miserable,583.00,4.86,0.49,0.93
scared,583.00,4.86,0.18,0.93
virtuous,583.00,4.86,1.87,0.88
hawk,583.00,4.86,0.29,0.8
noon,583.00,4.86,0.24,0.91
rubber,583.00,4.86,0.97,0.85
slash,583.00,4.86,0.51,0.91
zero,583.00,4.86,1.03,0.89
backlash,582.00,4.85,0.84,0.88
ah,582.00,4.85,0.19,0.91
profess,582.00,4.85,1.41,0.9
forceful,581.00,4.84,1.3,0.86
marking,581.00,4.84,1.3,0.87
field,581.00,4.84,0.82,0.9
weight,581.00,4.84,1.53,0.91
enlargement,580.00,4.83,2.19,0.88
coerce,580.00,4.83,1.59,0.88
substantiate,580.00,4.83,1.94,0.93
telephone,580.00,4.83,0.77,0.92
concluding,579.00,4.83,2.64,0.92
damaged,579.00,4.83,0.95,0.86
threatened,579.00,4.83,1.64,0.86
creep,579.00,4.83,0.38,0.91
override,579.00,4.83,1.19,0.92
homelessness,578.00,4.82,1.31,0.8
honestly,578.00,4.82,0.36,0.92
orchestrate,578.00,4.82,1.05,0.93
compensatory,577.00,4.81,2.36,0.84
accession,576.00,4.80,2.94,0.85
beard,576.00,4.80,0.31,0.89
cottage,576.00,4.80,0.34,0.91
slip,576.00,4.80,0.51,0.92
subordination,576.00,4.80,3.06,0.88
vengeance,576.00,4.80,0.98,0.86
abide,576.00,4.80,0.95,0.91
border,576.00,4.80,0.86,0.92
fan,576.00,4.80,0.4,0.88
state-of-the-art,575.00,4.79,1.16,0.87
courtship,575.00,4.79,1.37,0.84
terribly,575.00,4.79,0.37,0.92
ninety,574.00,4.78,0.87,0.93
breeze,574.00,4.78,0.29,0.89
slum,574.00,4.78,1.17,0.85
specific,574.00,4.78,0.82,0.94
technologically,574.00,4.78,1.88,0.9
mourn,574.00,4.78,0.66,0.86
prioritize,574.00,4.78,2,0.92
sever,574.00,4.78,1.06,0.92
wire,574.00,4.78,0.7,0.88
fashionable,573.00,4.78,0.79,0.92
vine,573.00,4.78,0.45,0.87
understandably,573.00,4.78,1.34,0.93
fool,573.00,4.78,0.4,0.92
emeritus,572.00,4.77,1.36,0.9
nonsense,572.00,4.77,0.51,0.93
idle,571.00,4.76,0.88,0.9
transformative,571.00,4.76,2.41,0.89
periodical,571.00,4.76,1.99,0.89
topography,571.00,4.76,2.02,0.84
wording,571.00,4.76,1.81,0.92
bow,571.00,4.76,0.35,0.92
revert,571.00,4.76,1.3,0.93
harmless,570.00,4.75,0.79,0.9
manageable,570.00,4.75,1.39,0.94
sticky,570.00,4.75,0.58,0.83
antecedent,570.00,4.75,2.98,0.87
gardener,570.00,4.75,0.46,0.8
unwillingness,570.00,4.75,1.83,0.92
rival,570.00,4.75,0.94,0.91
detachment,569.00,4.74,1.44,0.91
murderer,569.00,4.74,0.43,0.88
tonight,569.00,4.74,0.04,0.91
energize,569.00,4.74,1.04,0.93
intervening,568.00,4.73,1.92,0.91
one-year,568.00,4.73,0.96,0.89
captive,568.00,4.73,1.07,0.86
guess,568.00,4.73,0.42,0.91
willingly,568.00,4.73,1.14,0.92
elucidate,568.00,4.73,2.87,0.92
hasten,568.00,4.73,1.15,0.92
lodge,568.00,4.73,0.65,0.93
adept,567.00,4.73,1.3,0.94
impersonal,567.00,4.73,1.75,0.91
purse,567.00,4.73,0.29,0.84
inner-city,566.00,4.72,1.01,0.9
ridiculous,566.00,4.72,0.27,0.93
naming,566.00,4.72,2.05,0.87
remotely,566.00,4.72,1.14,0.85
postal,565.00,4.71,0.65,0.84
rampant,565.00,4.71,0.98,0.93
citrus,565.00,4.71,0.96,0.76
punch,565.00,4.71,0.35,0.91
marginally,565.00,4.71,1.82,0.92
proudly,565.00,4.71,0.54,0.94
usual,565.00,4.71,0.41,0.93
shelter,565.00,4.71,0.9,0.93
fond,564.00,4.70,0.55,0.93
licensed,564.00,4.70,1.08,0.92
pre-existing,564.00,4.70,1.82,0.93
commercial,564.00,4.70,0.38,0.91
eschew,564.00,4.70,1.69,0.92
lease,564.00,4.70,0.69,0.89
plummet,564.00,4.70,0.78,0.91
stamp,564.00,4.70,0.61,0.91
defined,563.00,4.69,2.11,0.92
carriage,563.00,4.69,0.56,0.86
circumvent,563.00,4.69,1.75,0.93
hate,562.00,4.68,0.49,0.85
exceedingly,562.00,4.68,1.44,0.93
fluctuate,562.00,4.68,1.91,0.89
normalize,562.00,4.68,2.11,0.91
surf,562.00,4.68,0.81,0.82
bored,561.00,4.68,0.48,0.93
terrific,561.00,4.68,0.29,0.91
borrowing,561.00,4.68,1.45,0.91
bourgeoisie,561.00,4.68,2.57,0.85
hometown,561.00,4.68,0.37,0.91
speaking,561.00,4.68,0.79,0.93
faulty,560.00,4.67,1.26,0.93
sleeping,560.00,4.67,0.47,0.87
cowboy,560.00,4.67,0.22,0.87
eta,560.00,4.67,2.4,0.74
regret,560.00,4.67,0.48,0.91
applaud,560.00,4.67,0.48,0.92
conceivable,559.00,4.66,1.36,0.93
Olympics,559.00,4.66,0.230064432,0.872970067
whatsoever,558.00,4.65,0.51,0.92
mansion,558.00,4.65,0.34,0.91
wisely,558.00,4.65,1.05,0.94
renounce,558.00,4.65,1.38,0.89
wrestle,558.00,4.65,0.57,0.92
pristine,557.00,4.64,0.85,0.86
elevator,557.00,4.64,0.24,0.87
reunion,557.00,4.64,0.49,0.84
shed,557.00,4.64,0.48,0.88
strife,557.00,4.64,1.42,0.9
o'clock,557.00,4.64,0.27,0.91
supplant,557.00,4.64,1.74,0.93
swap,557.00,4.64,0.78,0.87
barn,556.00,4.63,0.26,0.89
dislocation,556.00,4.63,2.07,0.88
whip,556.00,4.63,0.28,0.93
backward,555.00,4.63,1.44,0.9
Belgian,555.00,4.63,1.268525998,0.825695039
cynical,555.00,4.63,0.69,0.92
outward,555.00,4.63,1.64,0.92
caveat,555.00,4.63,1.54,0.94
cheer,555.00,4.63,0.32,0.92
detach,555.00,4.63,1.31,0.92
interest,555.00,4.63,0.78,0.93
infamous,554.00,4.62,0.77,0.93
beautifully,554.00,4.62,0.53,0.91
famously,554.00,4.62,0.95,0.92
alphabet,553.00,4.61,1.04,0.89
unravel,553.00,4.61,0.97,0.92
cyclical,552.00,4.60,1.85,0.92
needless,552.00,4.60,1.09,0.94
unavoidable,552.00,4.60,1.57,0.93
twenty-one,552.00,4.60,1.07,0.91
booth,552.00,4.60,0.24,0.91
precept,552.00,4.60,2.16,0.89
fetch,552.00,4.60,0.59,0.77
contested,551.00,4.59,1.72,0.89
